id,Cursor,Amp,Width,ErrorRate,aligned(ErrorRate) for Cursor,aligned(ErrorRate) for Amp,aligned(ErrorRate) for Cursor*Amp,aligned(ErrorRate) for Width,aligned(ErrorRate) for Cursor*Width,aligned(ErrorRate) for Amp*Width,aligned(ErrorRate) for Cursor*Amp*Width,ART(ErrorRate) for Cursor,ART(ErrorRate) for Amp,ART(ErrorRate) for Cursor*Amp,ART(ErrorRate) for Width,ART(ErrorRate) for Cursor*Width,ART(ErrorRate) for Amp*Width,ART(ErrorRate) for Cursor*Amp*Width
3,1,2,2,0.2,0.0756867002379681018849206350,0.0613463548195829270833333334,0.0565192504902763975198412699,0.0481200610125864354166666668,0.0458001766765403641865079365,0.0522619101238213238095238095,0.0480773103562844265873015873,812,801,780,746,743,770,756
3,1,2,3,0.0500000000000001,0.0052501923014602268849206350,-0.0090901531169249479166666666,-0.0139172574462314774801587301,-0.0680281142662969836309523809,-0.0446170812353962500992063492,-0.0322915384485900321428571428,-0.0221133316900077091269841270,600,528,521,281,371,414,462
3,1,3,1,0.5,0.2290819092294288054563492064,0.2369628488868454904761904763,0.2163893926490906484126984126,0.2540885588199415482142857143,0.2329974101250868859126984127,0.2194268437423430074404761904,0.2192360542130878120039682541,987,979,977,980,986,977,978
3,1,3,2,0.25,0.0992234833722744804563492064,0.1071044230296911654761904763,0.0865309667919363234126984126,0.0716568441468928139880952382,0.0693369598108467427579365079,0.0770252741708264872023809523,0.0681545112004302346230158731,866,874,844,787,800,827,794
3,1,3,3,0.1,0.0405572098453197625992063492,0.0484381495027364476190476191,0.0278646932649816055555555554,-0.0327210967224374479166666667,-0.0093100636915367143849206350,-0.0034278116687725803571428572,0.0056337408308788676587301588,729,751,695,450,540,561,609
3,2,1,1,0.3,0.1923224446951042590277777778,0.1523291130544558002976190477,0.2034782805657602731150793650,0.246714653086626187500000000,0.1868149258989640930555555556,0.1703965481190022056547619047,0.2118836178460192149801587302,960,930,972,977,964,951,976
3,2,1,2,0.15,0.0757810913116455983134920635,0.0357877596709971395833333334,0.0869369271823016124007936507,0.0776000108872731175595238096,0.0828886119497758534722222221,0.0749513532256234211309523808,0.0807457087375633268849206351,815.5,688.5,848.5,806.5,834.5,814.5,828.5
3,2,1,3,0.15,0.0991501757875412233134920635,0.0591568441468927645833333334,0.1103060116581972374007936507,0.0552574280207931985119047619,0.1098685541459525570436507937,0.1342241906500668767857142857,0.0869427654111099617063492063,862.5,793.5,890.5,761.5,889.5,918.5,857.5
3,2,2,1,0.368421052631579,0.1974323395302313304563492064,0.2124775529128553413690476191,0.1978983493973865201388888889,0.2518245479217532589285714286,0.1919248207340911644841269842,0.2119461229928114190476190477,0.1995162714191444277777777777,962,971,967,979,966,972,967
3,2,2,2,0.2,0.0793316343358728554563492064,0.0943768477184968663690476191,0.0797976442030280451388888889,0.0811505539115003747023809525,0.0864391549740031106150793650,0.0852924030227352630952380952,0.0796064829449070968253968255,834.5,850.5,828.5,816.5,844.5,843.5,821.5
3,2,2,3,0.0555555555555556,-0.0185798109439934409722222222,-0.0035345975613694300595238095,-0.0181138010768382512896825397,-0.0624725587107414657738095238,-0.0078614325855821072420634920,-0.0267359828930345142857142857,-0.0086202112415393567460317461,511,571,491,321,558,455,554
3,2,3,1,0.35,0.1627534241044118697420634921,0.2000199225628377404761904763,0.1634499585670020888888888888,0.2171456324959337982142857143,0.1572459053082717037698412699,0.1824839174183352574404761904,0.1534266992649852393849206350,943,961,942,965,940,960,938
3,2,3,2,0.35,0.1988491781955219697420634921,0.2361156766539478404761904763,0.1995457126581121888888888888,0.2006680977711494889880952382,0.2059566988336522249007936507,0.2060365277950831622023809523,0.2059280923609714227182539684,964,977,970,956,972,970,971
3,2,3,3,0.111111111111111,0.0163606345324426375992063492,0.0536271329908685083333333334,0.0170571689950328567460317459,-0.0275321132343053872023809524,0.0270790128908539713293650794,0.0017611718193594803571428571,0.0309268254068212378968253968,636.5,777.5,641.5,466.5,663.5,588.5,691.5
3,3,1,1,0.0526315789473685,-0.0300058604086135548611111111,-0.0647761501034388568452380952,-0.0261607509727810010912698414,0.0296093899287315303571428571,-0.0352286259272243918650793651,-0.0467087150388924514880952382,-0.0127897042118486834325396825,422,250,455,695,438,356,546
3,3,1,2,0.0500000000000001,-0.0004005972507188048611111111,-0.0351708869455441068452380952,0.0034445121851137489087301586,0.0066413642707318711309523810,0.0127322331214415042658730157,0.0039927066090821747023809522,-0.0022997487241736965277777776,571.5,453.5,582.5,620.5,629.5,601.5,575.5
3,3,1,3,0,-0.0621069464570681084325396825,-0.0968772361518934104166666666,-0.0582618370212355546626984128,-0.1007766522779929764880952381,-0.0420295052727466874007936508,-0.0218098896487192982142857143,-0.0494364451425071950396825397,294,155,295,139,396,485,354
3,3,2,1,0.35,0.1775547076782702379960317461,0.1978229630067174056547619048,0.1896932130543502375992063492,0.2371699580156153232142857143,0.1723319421596594009920634921,0.1972915330866734833333333334,0.1848070958385807591269841269,954,959,965,973,953,968,965
3,3,2,2,0.0500000000000001,-0.0845171386041022727182539682,-0.0642488832756551050595238095,-0.0723786332280222731150793651,-0.0774751770826515967261904761,-0.0713843082319419635912698414,-0.0733333279714167083333333334,-0.0724221964605781968253968253,145,256,202,222,214,229,182
3,3,2,3,0.0500000000000001,-0.0281783750284965798611111111,-0.0079101197000494122023809524,-0.0160398696524165802579365080,-0.0668480808494214479166666667,-0.0081009338441751588293650794,-0.0311115050317144964285714286,-0.0195381992944602837301587302,443,544,498,296,554,431,474
3,3,3,1,0.4,0.2039847533807617594246031747,0.2464742937850107869047619049,0.2159886446067200992063492063,0.2636000037181068446428571429,0.1987619878621509224206349207,0.2289382886405083038690476190,0.2075037150615572600198412699,970.5,982.5,975.5,983.5,968.5,983.5,973.5
3,3,3,2,0.368421052631579,0.2048938889648200094246031747,0.2473834293690690369047619049,0.2168977801907783492063492063,0.2119358504862706854166666668,0.2180267193369803185515873015,0.2173042805102043586309523809,0.2226856043326217183531746033,973.5,986.5,978.5,961.5,976.5,974.5,979.5
3,3,3,3,0.105263157894737,0.0134047494493648165674603175,0.0558942898536138440476190477,0.0254086406753231563492063491,-0.0252649563715600514880952381,0.0334821906336862375992063492,0.0040283286821048160714285714,0.0200815784386385001984126984,627,780,676,483,699,607,666
3,4,1,1,0.15,0.0466040671881560403769841271,0.0143487454688250467261904763,0.0755814517562637453373015872,0.1087342855009954339285714286,0.0534188506072489628968253968,0.0324161805333714520833333333,0.0549537966972868308531746033,737.5,639.5,814.5,875.5,752.5,698.5,770.5
3,4,1,2,0.15,0.0695050696944217368055555556,0.0372497479750907431547619048,0.0984824542625294417658730157,0.0790619991913667211309523810,0.0791512422455589102182539681,0.0764133415297170247023809522,0.0835995378910571129960317462,791.5,694.5,863.5,810.5,827.5,817.5,832.5
3,4,1,3,0.15,0.0708939585833106260912698414,0.0386386368639796324404761906,0.0998713431514183310515873015,0.0347392207378800663690476191,0.0899654125774343483134920635,0.1137059833671537446428571429,0.0839821708418982775793650794,795.5,698.5,873.5,715.5,855.5,884.5,836.5
3,4,2,1,0.4,0.2243609594187325046626984128,0.2471441827226739806547619048,0.2309238939231890197420634920,0.2864911777315718982142857143,0.2311757428378254271825396825,0.2466127528026300583333333334,0.2358900216989834091269841270,982.5,984.5,984.5,986.5,984.5,987.5,985.5
3,4,2,2,0.25,0.1289453370294258903769841271,0.1517285603333673663690476191,0.1355082715338824054563492063,0.1385022665263708747023809525,0.1385915095805630637896825396,0.1426441156376057630952380952,0.1441849361585512484126984128,916.5,928.5,914.5,916.5,924.5,925.5,932.5
3,4,2,3,0.1,0.0358245141388661689484126985,0.0586077374428076449404761905,0.0423874486433226840277777777,-0.0003302237065643907738095238,0.0548959681329898911706349206,0.0354063521111425607142857143,0.0445882626938437246031746032,715,787,747,604,758,731,748
3,4,3,1,0.45,0.2493692522095330439484126985,0.294373760589276379761904762,0.2493613431013226420634920634,0.311499470522372437500000000,0.2561840356286259664682539682,0.2768377554447738967261904761,0.2650228703845051671626984128,991,992,989,995,990,991,992
3,4,3,2,0.2,0.0711095711441244368055555556,0.1161140795238677726190476191,0.0711016620359140349206349205,0.0806665006410694211309523810,0.0807557436952616102182539681,0.0860349306650030943452380951,0.0773079137827175207341269842,800,890,804,813,830,849,812
3,4,3,3,0.157894736842105,0.0795953996860672546626984128,0.1245999080658105904761904763,0.0795874905778568527777777777,0.0434406618406366949404761905,0.0986668536801909768849206349,0.0727339468943015625000000000,0.0932758488368558656746031746,838,895,825,736,871,811,860
4,1,1,1,0,-0.0854348536467436838293650793,-0.1548137440884013282738095237,-0.1294131835213399566468253969,-0.0604282040562309410714285714,-0.0815193527510856033730158730,-0.1367463090238549229166666667,-0.1305619125035543016865079364,135,12,54,335,157,40,58
4,1,1,2,0.0500000000000001,0.0018771764284443625992063492,-0.0675017140132132818452380952,-0.0421011534461519102182539684,-0.0256894627969373038690476190,-0.0280093471329833750992063493,-0.0283381204585870002976190478,-0.0152827577206538504960317459,582,237,398,477,457,449,510
4,1,1,3,0,-0.0219427901546801945436507936,-0.0913216805963378389880952380,-0.0659211200292764673611111112,-0.0952210967224374050595238095,-0.0718100636915366715277777778,-0.0162543340931637267857142857,-0.0354940933513974978174603174,490,173,248,169,193,510,417
4,1,2,1,0.157894736842105,-0.0680908985208339588293650793,-0.0824312439392191336309523809,-0.0872583482685256631944444444,-0.0430842489303212160714285714,-0.0641753976251758783730158730,-0.0829626738592630559523809523,-0.0889562808503084817460317461,265,227,130,425,260,162,127
4,1,2,2,0.15,0.0256867002379681018849206350,0.0113463548195829270833333334,0.0065192504902763975198412699,-0.0018799389874135645833333332,-0.0041998233234596358134920635,0.0022619101238213238095238095,-0.0019226896437155734126984127,672.5,632.5,606.5,588.5,567.5,592.5,585.5
4,1,2,3,0.0500000000000001,0.0052501923014602268849206350,-0.0090901531169249479166666666,-0.0139172574462314774801587301,-0.0680281142662969836309523809,-0.0446170812353962500992063492,-0.0322915384485900321428571428,-0.0221133316900077091269841270,600,528,521,281,371,414,462
4,1,3,1,0.3125,0.0415819092294288054563492064,0.0494628488868454904761904763,0.0288893926490906484126984126,0.0665885588199415482142857143,0.0454974101250868859126984127,0.0319268437423430074404761904,0.0317360542130878120039682541,732,754,698,780,740,695,695
4,1,3,2,0.25,0.0992234833722744804563492064,0.1071044230296911654761904763,0.0865309667919363234126984126,0.0716568441468928139880952382,0.0693369598108467427579365079,0.0770252741708264872023809523,0.0681545112004302346230158731,866,874,844,787,800,827,794
4,1,3,3,0,-0.0594427901546802374007936508,-0.0515618504972635523809523809,-0.0721353067350183944444444446,-0.1327210967224374479166666667,-0.1093100636915367143849206350,-0.1034278116687725803571428572,-0.0943662591691211323412698412,307.5,349.5,212.5,29.5,91.5,104.5,111.5
4,2,1,1,0.0500000000000001,-0.0576775553048956409722222222,-0.0976708869455440997023809523,-0.0465217194342396268849206350,-0.003285346913373712500000000,-0.0631850741010358069444444444,-0.0796034518809976943452380953,-0.0381163821539806850198412698,317.5,140.5,370.5,580.5,280.5,191.5,404.5
4,2,1,2,0.0500000000000001,-0.0242189086883543016865079365,-0.0642122403290027604166666666,-0.0130630728176982875992063493,-0.0223999891127267824404761904,-0.0171113880502240465277777779,-0.0250486467743764788690476192,-0.0192542912624365731150793649,465.5,265.5,532.5,496.5,501.5,459.5,481.5
4,2,1,3,0,-0.0508498242124587766865079365,-0.0908431558531072354166666666,-0.0396939883418027625992063493,-0.0947425719792068014880952381,-0.0401314458540474429563492063,-0.0157758093499331232142857143,-0.0630572345888900382936507937,340,185,409,181,409,522,297
4,2,2,1,0.105263157894737,-0.0657255552066106695436507936,-0.0506803418239866586309523809,-0.0652595453394554798611111111,-0.0113333468150887410714285714,-0.0712330740027508355158730158,-0.0512117717440305809523809523,-0.0636416233176975722222222223,268.5,355.5,255.5,562.5,220.5,326.5,290.5
4,2,2,2,0.2,0.0793316343358728554563492064,0.0943768477184968663690476191,0.0797976442030280451388888889,0.0811505539115003747023809525,0.0864391549740031106150793650,0.0852924030227352630952380952,0.0796064829449070968253968255,834.5,850.5,828.5,816.5,844.5,843.5,821.5
4,2,2,3,0.1,0.0258646335004509590277777778,0.0409098468830749699404761905,0.0263306433676061487103174603,-0.0180281142662970657738095238,0.0365830118588622927579365080,0.0177084615514098857142857143,0.0358242332029050432539682539,683,709,684,525,710,644,724
4,2,3,1,0.0555555555555556,-0.1316910203400325302579365079,-0.0944245218816066595238095237,-0.1309944858774423111111111112,-0.0772988119485106017857142857,-0.1371985391361726962301587301,-0.1119605270261091425595238096,-0.1410177451794591606150793650,46,163,50,228,46,86,42
4,2,3,2,0.1,-0.0511508218044780302579365079,-0.0138843233460521595238095237,-0.0504542873418878111111111112,-0.0493319022288505110119047618,-0.0440433011663477750992063493,-0.0439634722049168377976190477,-0.0440719076390285772817460316,332.5,509.5,338.5,385.5,378.5,373.5,388.5
4,2,3,3,0.15,0.0552495234213316375992063492,0.0925160218797575083333333334,0.0559460578839218567460317459,0.0113567756545836127976190476,0.0659679017797429713293650794,0.0406500607082484803571428571,0.0698157142957102378968253968,762,842,777,644,783,738,802
4,3,1,1,0.1,0.0173625606440179451388888889,-0.0174077290508073568452380952,0.0212076700798504989087301586,0.0769778109813630303571428571,0.0121397951254071081349206349,0.0006597060137390485119047618,0.0345787168407828165674603175,640,496,668,802,622,585,706
4,3,1,2,0.0500000000000001,-0.0004005972507188048611111111,-0.0351708869455441068452380952,0.0034445121851137489087301586,0.0066413642707318711309523810,0.0127322331214415042658730157,0.0039927066090821747023809522,-0.0022997487241736965277777776,571.5,453.5,582.5,620.5,629.5,601.5,575.5
4,3,1,3,0,-0.0621069464570681084325396825,-0.0968772361518934104166666666,-0.0582618370212355546626984128,-0.1007766522779929764880952381,-0.0420295052727466874007936508,-0.0218098896487192982142857143,-0.0494364451425071950396825397,294,155,295,139,396,485,354
4,3,2,1,0.111111111111111,-0.0613341812106187620039682539,-0.0410659258821715943452380952,-0.0491956758345387624007936508,-0.0017189308732736767857142857,-0.0665569467292295990079365079,-0.0415973558022155166666666666,-0.0540817930503082408730158731,301,420,353,592,259,378,324
4,3,2,2,0.0500000000000001,-0.0845171386041022727182539682,-0.0642488832756551050595238095,-0.0723786332280222731150793651,-0.0774751770826515967261904761,-0.0713843082319419635912698414,-0.0733333279714167083333333334,-0.0724221964605781968253968253,145,256,202,222,214,229,182
4,3,2,3,0.1,0.0218216249715033201388888889,0.0420898802999504877976190476,0.0339601303475833197420634920,-0.0168480808494215479166666667,0.0418990661558247411706349206,0.0188884949682854035714285714,0.0304618007055396162698412698,656.5,716.5,716.5,532.5,736.5,651.5,684.5
4,3,3,1,0.105263157894737,-0.0907520887245012405753968253,-0.0482625483202522130952380951,-0.0787481974985429007936507937,-0.0311368383871561553571428571,-0.0959748542431120775793650793,-0.0657985534647546961309523810,-0.0872331270437057399801587301,126.5,378.5,171.5,453.5,113.5,261.5,136.5
4,3,3,2,0.0555555555555556,-0.1079716081112033905753968253,-0.0654820677069543630952380951,-0.0959677168852450507936507937,-0.1009296465897527145833333332,-0.0948387777390430814484126985,-0.0955612165658190413690476191,-0.0901798927434016816468253967,80,249,106,132,115,141,126
4,3,3,3,0,-0.0918584084453721834325396825,-0.0493688680411231559523809523,-0.0798545172194138436507936509,-0.1305281142662970514880952381,-0.0717809672610507624007936508,-0.1012348292126321839285714286,-0.0851815794560984998015873016,121,367,145,39,204,117,142
4,4,1,1,0.0500000000000001,-0.0533959328118438596230158729,-0.0856512545311748532738095237,-0.0244185482437361546626984128,0.0087342855009955339285714286,-0.0465811493927509371031746032,-0.0675838194666284479166666667,-0.0450462033027130691468253967,325.5,203.5,463.5,633.5,349.5,252.5,379.5
4,4,1,2,0,-0.0804949303055782631944444444,-0.1127502520249092568452380952,-0.0515175457374705582341269843,-0.0709380008086332788690476190,-0.0708487577544410897817460319,-0.0735866584702829752976190478,-0.0664004621089428870039682538,168,90,328,255,228,217,236
4,4,1,3,0.15,0.0708939585833106260912698414,0.0386386368639796324404761906,0.0998713431514183310515873015,0.0347392207378800663690476191,0.0899654125774343483134920635,0.1137059833671537446428571429,0.0839821708418982775793650794,795.5,698.5,873.5,715.5,855.5,884.5,836.5
4,4,2,1,0.222222222222222,0.0465831816409545046626984128,0.0693664049448959806547619048,0.0531461161454110197420634920,0.1087133999537938982142857143,0.0533979650600474271825396825,0.0688349750248520583333333334,0.0581122439212054091269841270,734,812,767,872,749,791,780
4,4,2,2,0.15,0.0289453370294258903769841271,0.0517285603333673663690476191,0.0355082715338824054563492063,0.0385022665263708747023809525,0.0385915095805630637896825396,0.0426441156376057630952380952,0.0441849361585512484126984128,699,768,725,729,718,742,743
4,4,2,3,0,-0.0641754858611338310515873015,-0.0413922625571923550595238095,-0.0576125513566773159722222223,-0.1003302237065643907738095238,-0.0451040318670101088293650794,-0.0645936478888574392857142857,-0.0554117373061562753968253968,276,405,309,151,360,275,318
4,4,3,1,0.0526315789473685,-0.1479991688430984560515873015,-0.102994660463355120238095238,-0.1480070779513088579365079366,-0.085868950530259062500000000,-0.1411843854240055335317460318,-0.1205306656078576032738095239,-0.1323455506681263328373015872,34,127,37,201,43,63,50
4,4,3,2,0,-0.1288904288558755631944444444,-0.0838859204761322273809523809,-0.1288983379640859650793650795,-0.1193334993589305788690476190,-0.1192442563047383897817460319,-0.1139650693349969056547619049,-0.1226920862172824792658730158,49,223,60,54,59,82,65
4,4,3,3,0.0500000000000001,-0.0282993371560376453373015872,0.0167051712237056904761904763,-0.0283072462642480472222222223,-0.0644540750014682050595238095,-0.0092278831619139231150793651,-0.0351607899478033375000000000,-0.0146188880052490343253968254,435.5,656.5,450.5,310.5,546.5,401.5,523.5
5,1,1,1,0.3,0.2145651463532563161706349207,0.1451862559115986717261904763,0.1705868164786600433531746031,0.2395717959437690589285714286,0.2184806472489143966269841270,0.1632536909761450770833333333,0.1694380874964456983134920636,977.5,919.5,947.5,975.5,978.5,942.5,950.5
5,1,1,2,0.15,0.1018771764284442625992063492,0.0324982859867866181547619048,0.0578988465538479897817460316,0.0743105372030625961309523810,0.0719906528670165249007936507,0.0716618795414128997023809522,0.0847172422793460495039682541,877.5,676.5,784.5,796.5,806.5,804.5,845.5
5,1,1,3,0.0500000000000001,0.0280572098453199054563492064,-0.0413216805963377389880952380,-0.0159211200292763673611111112,-0.0452210967224373050595238095,-0.0218100636915365715277777778,0.0337456659068363732142857143,0.0145059066486026021825396826,693,416,505,396,477,709,633
5,1,2,1,0.2,-0.0259856353629389588293650793,-0.0403259807813241336309523809,-0.0451530851106306631944444444,-0.0009789857724262160714285714,-0.0220701344672808783730158730,-0.0408574107013680559523809523,-0.0468510176924134817460317461,448,433,378,595,472,380,362
5,1,2,2,0.15,0.0256867002379681018849206350,0.0113463548195829270833333334,0.0065192504902763975198412699,-0.0018799389874135645833333332,-0.0041998233234596358134920635,0.0022619101238213238095238095,-0.0019226896437155734126984127,672.5,632.5,606.5,588.5,567.5,592.5,585.5
5,1,2,3,0.15,0.1052501923014601268849206350,0.0909098468830749520833333334,0.0860827425537684225198412699,0.0319718857337029163690476191,0.0553829187646036499007936508,0.0677084615514098678571428572,0.0778866683099921908730158730,885.5,835.5,840.5,703.5,761.5,788.5,817.5
5,1,3,1,0.538461538461538,0.2675434476909668054563492064,0.2754243873483834904761904763,0.2548509311106286484126984126,0.2925500972814795482142857143,0.2714589485866248859126984127,0.2578883822038810074404761904,0.2576975926746258120039682541,992,991,992,989,992,990,989
5,1,3,2,0.352941176470588,0.2021646598428624804563492064,0.2100455995002791654761904763,0.1894721432625243234126984126,0.1745980206174808139880952382,0.1722781362814347427579365079,0.1799664506414144872023809523,0.1710956876710182346230158731,968.5,969.5,963.5,936.5,951.5,956.5,953.5
5,1,3,3,0.277777777777778,0.2183349876230977625992063492,0.2262159272805144476190476191,0.2056424710427596055555555554,0.1450566810553405520833333333,0.1684677140862412856150793650,0.1743499661090054196428571428,0.1834115186086568676587301588,981,972,974,919,947,952,962
5,2,1,1,0,-0.1076775553048957409722222222,-0.1476708869455441997023809523,-0.0965217194342397268849206350,-0.053285346913373812500000000,-0.1131850741010359069444444444,-0.1296034518809977943452380953,-0.0881163821539807850198412698,84,33,102,354,77,50,132
5,2,1,2,0.0526315789473685,-0.0215873297409859016865079365,-0.0615806613816343604166666666,-0.0104314938703298875992063493,-0.0197684101653583824404761904,-0.0144798091028556465277777779,-0.0224170678270080788690476192,-0.0166227123150681731150793649,497,278,538,511,511,478,490
5,2,1,3,0.0500000000000001,-0.0008498242124586766865079365,-0.0408431558531071354166666666,0.0103060116581973374007936507,-0.0447425719792067014880952381,0.0098685541459526570436507937,0.0342241906500669767857142857,-0.0130572345888899382936507937,558,426,625,406,611,718,540
5,2,2,1,0,-0.1709887131013476695436507936,-0.1559434997187236586309523809,-0.1705227032341924798611111111,-0.1165965047098257410714285714,-0.1764962318974878355158730158,-0.1564749296387675809523809523,-0.1689047812124345722222222223,20,6,11,88,17,13,13
5,2,2,2,0.1,-0.0206683656641271445436507936,-0.0056231522815031336309523809,-0.0202023557969719548611111111,-0.0188494460884996252976190475,-0.0135608450259968893849206350,-0.0147075969772647369047619048,-0.0203935170550929031746031745,508.5,558.5,487.5,516.5,512.5,530.5,468.5
5,2,2,3,0,-0.0741353664995490409722222222,-0.0590901531169250300595238095,-0.0736693566323938512896825397,-0.1180281142662970657738095238,-0.0634169881411377072420634920,-0.0822915384485901142857142857,-0.0641757667970949567460317461,236.5,294.5,190.5,73.5,272.5,173.5,282.5
5,2,3,1,0.2,0.0127534241044118697420634921,0.0500199225628377404761904763,0.0134499585670020888888888888,0.0671456324959337982142857143,0.0072459053082717037698412699,0.0324839174183352574404761904,0.0034266992649852393849206350,625.5,755.5,632.5,781.5,595.5,702.5,600.5
5,2,3,2,0.0500000000000001,-0.1011508218044779302579365079,-0.0638843233460520595238095237,-0.1004542873418877111111111112,-0.0993319022288504110119047618,-0.0940433011663476750992063493,-0.0939634722049167377976190477,-0.0940719076390284772817460316,94,271,94,158,124,143,118
5,2,3,3,0,-0.0947504765786683624007936508,-0.0574839781202424916666666666,-0.0940539421160781432539682541,-0.1386432243454163872023809524,-0.0840320982202570286706349206,-0.1093499392917515196428571429,-0.0801842857042897621031746032,113.5,311.5,116.5,16.5,150.5,89.5,162.5
5,3,1,1,0,-0.0826374393559820548611111111,-0.1174077290508073568452380952,-0.0787923299201495010912698414,-0.0230221890186369696428571429,-0.0878602048745928918650793651,-0.0993402939862609514880952382,-0.0654212831592171834325396825,157,64,166,488,143,129,259
5,3,1,2,0,-0.0504005972507189048611111111,-0.0851708869455442068452380952,-0.0465554878148863510912698414,-0.0433586357292682288690476190,-0.0372677668785585957341269843,-0.0460072933909179252976190478,-0.0522997487241737965277777776,359,214,360,418,431,363,333
5,3,1,3,0.0500000000000001,-0.0121069464570680084325396825,-0.0468772361518933104166666666,-0.0082618370212354546626984128,-0.0507766522779928764880952381,0.0079704947272534125992063492,0.0281901103512808017857142857,0.0005635548574929049603174603,527,390,550,374,601,687,593
